nom,snmpcontact,dns,iosv,ip,modele,marque
Hotel_Info_Tel_1.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.19,Cisco Catalyst 3560-8PC,Cisco,
Hotel_Info_Tel_2.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.20,Cisco Catalyst 3560-8PC,Cisco,
Hotel_2_Gurvan.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.23,Cisco Catalyst 3560-8PC,Cisco,
Hotel_3_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.31,Catalyst 356048 PS,Cisco,
Hotel_3_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.32,Catalyst 356048 PS,Cisco,
Hotel_Autocom_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.33,Catalyst 356024 PS,Cisco,
hotel_4_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.41,Catalyst 356048 PS,Cisco,
Hotel_4_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.42,Catalyst 356048 PS,Cisco,
hotel_6_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.61,Catalyst 356048 PS,Cisco,
Hotel_6_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.62,Catalyst 356048 PS,Cisco,
Hotel_6_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.63,Catalyst 356024 PS,Cisco,
Bat_Bas_DIP_Deploiement.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.64,WS-C3560V2-24PS,Cisco,
Bat_Bas_CRC_Deploiement.rzo-cub,,,"15.2(3)E3, RELEASE SOFTWARE (fc3)",10.30.10.65,Cisco,Cisco,
hotel_8_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.81,Catalyst 356048 PS,Cisco,
Hotel_8_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.82,Catalyst 356048 PS,Cisco,
Hotel_10_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.101,Catalyst 356048 PS,Cisco,
Hotel_10_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.102,Catalyst 356048 PS,Cisco,
Bat_Bas_Info_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.105,Catalyst 356048 PS,Cisco,
Hotel_11_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.111,Catalyst 356048 PS,Cisco,
Hotel_13_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.131,Catalyst 356048 PS,Cisco,
Hotel_Info_13_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.132,Catalyst 356048 PS,Cisco,
hotel_14_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.141,Catalyst 356048 PS,Cisco,
hotel_14_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.142,Catalyst 356024 PS,Cisco,
Hotel_1E_EQ_TETRA.rzo-cub,,,"12.2(55)SE7, RELEASE SOFTWARE (fc1)",10.30.10.199,Cisco Catalyst 3560-8PC,Cisco,
Salle_Conseil_31.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.201,Catalyst 356048 PS,Cisco,
Salle_Conseil_32.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.202,Catalyst 356048 PS,Cisco,
Salle_Conseil_33.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.203,Catalyst 356048 PS,Cisco,
Salle_Conseil_34.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.204,Catalyst 356024 PS,Cisco,
bat_bas_ltp_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.210,Cisco Catalyst 29xxStack,Cisco,
bat_bas_ltp_12.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.211,Cisco Catalyst 29xxStack,Cisco,
bat_bas_ltm_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.212,Cisco Catalyst 29xxStack,Cisco,
bat_bas_ltm_12.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.213,Cisco Catalyst 29xxStack,Cisco,
bat_bas_lto_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.214,Cisco Catalyst 29xxStack,Cisco,
bat_bas_ltl_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.215,Cisco Catalyst 29xxStack,Cisco,
bat_bas_lto_12.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.216,Cisco Catalyst 29xxStack,Cisco,
bat_bas_ltl_21.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.217,Cisco Catalyst 29xxStack,Cisco,
Bat_Bas_Deploiement.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.30.10.220,Cisco Catalyst 29xxStack,Cisco,
Hotel_Autocom_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.241,Catalyst 356048 PS,Cisco,
Bat_bas_Info_TP2.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.30.10.253,Catalyst 37xx Stack,Cisco,
Jean_Fleuret_LTB_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.1,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTB_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.2,Catalyst 356024 PS,Cisco,
Jean_Fleuret_LTB_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.3,WS-C3560V2-24PS,Cisco,
Jean_Fleuret_LTC_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.47.10.11,Cisco Catalyst 29xxStack,Cisco,
Jean_Fleuret_LTC_21.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.14,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTC_22.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.15,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTC_23.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.16,WS-C3560V2-24PS,Cisco,
Jean_Fleuret_LTD_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.41,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTD_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.42,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTD_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.43,Catalyst 356048 PS,Cisco,
JEAN_FLEURET_LTD_21.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.44,Catalyst 356048 PS,Cisco,
JEAN_FLEURET_LTD_22.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.45,Catalyst 356048 PS,Cisco,
JEAN_FLEURET_LTD_23.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.46,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTE_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.51,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTE_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.52,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTE_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.53,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTE_21.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.54,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTE_22.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.55,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTE_23.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.56,WS-C3560V2-24PS,Cisco,
Jean_Fleuret_LTF_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.71,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTF_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.72,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTF_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.73,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTF_21.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.74,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTF_22.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.75,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTF_23.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.76,WS-C3560V2-24PS,Cisco,
Jean_Fleuret_LTG_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.91,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTG_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.92,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTG_21.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.93,WS-C3560V2-48PS,Cisco,
Jean_Fleuret_LTG_22.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.94,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTA_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.101,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTA_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.102,Catalyst 356024 PS,Cisco,
Jean_Fleuret_LTA_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.103,Catalyst 356024 PS,Cisco,
Jean_Fleuret_C2D_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.200,Catalyst 356048 PS,Cisco,
Jean_Fleuret_LTA_TP_1.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.252,Catalyst 37xx Stack,Cisco,
Jean_Fleuret_LTA_TP_2.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.47.10.253,Catalyst 37xx Stack,Cisco,
Cimetiere_RG_LTA_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.11,Catalyst 356024 PS,Cisco,
Cimetiere_RG_LTA_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.12,Catalyst 356024 PS,Cisco,
Cimetiere_RG_LTB_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.21,Catalyst 356048 PS,Cisco,
Cimetiere_RG_LTC_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.31,Catalyst 356048 PS,Cisco,
Cimetiere_RG_LTD_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.41,Cisco Catalyst 3560-8PC,Cisco,
Cimetiere_RG_LTF_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.61,Cisco Catalyst 3560-8PC,Cisco,
Cimetiere_RG_LTA_TP.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.25.10.254,Catalyst 37xx Stack,Cisco,
Cimetiere_rive_D_LTA_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.32.10.11,Catalyst 356024 PS,Cisco,
Cimetiere_rive_D_LTA_TP.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.32.10.254,Catalyst 37xx Stack,Cisco,
DT_PESSAC_LTA_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.12,Catalyst 356048 PS,Cisco,
DT_PESSAC_LTA_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.13,Catalyst 356048 PS,Cisco,
DT_PESSAC_LTB_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.21,Catalyst 356048 PS,Cisco,
DT_PESSAC_LTC_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.52.10.31,Cisco Catalyst 29xxStack,Cisco,
DT_PESSAC_LTC_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.32,Catalyst 356048 PS,Cisco,
DT_PESSAC_LTC_13.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.33,Catalyst 356024 PS,Cisco,
DT_SUD_LTA_TP.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.52.10.254,Catalyst 37xx Stack,Cisco,
CNR-Atelier,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.70,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
MATTEOTTI-C12,,,08.0.30mT311 Compiled on Jan 24 2017 at 23:42:10 labeled as ICX64S08030m,172.20.251.22,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Annexe-Cauderan,,,08.0.30fT311 Compiled on Jan 26 2016 at 22:02:54 labeled as ICX64S08030f,172.20.220.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
CUCM,,,,10.101.30.11,Unknown,Unknown,
Jean_Fleuret_AVAMAR,,,08.0.30kT211 Compiled on Oct 18 2016 at 05:40:38 labeled as SPS08030k,172.17.245.101,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW_HDM_B264,X,,08.0.30fT311 Compiled on Jan 26 2016 at 22:02:54 labeled as ICX64S08030f,172.20.251.187,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
HdV-B43-6740-101,"NET-009999|Fabric,4|L3",,6.0.2b.,172.20.252.120,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
HdV-B43-6740-102,"NET-009999|Fabric,4|L3",,6.0.2b.,172.20.252.122,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
MDK-B01-6740-151,"NET-009999|Fabric,4|L3",,6.0.2b.,172.20.252.125,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
MDK-B01-6740-152,"NET-009999|Fabric,4|L3",,6.0.2b.,172.20.252.126,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW_HDM_carre3eme,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.189,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
BASE-SOUS-MARINE-ETG,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.8,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Vieux_Bordeaux_C12,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.6,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW_CCAS_Douves,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.145.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
DT_PESSAC_LTD_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.52.10.41,Cisco Catalyst 29xxStack,Cisco,
DT_PESSAC_LTD_12.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.52.10.42,Cisco Catalyst 29xxStack,Cisco,
DT_OUEST_LTF_12.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.22.10.72,Cisco Catalyst 29xxStack,Cisco,
DT_OUEST_LTF_11.rzo-cub,,,"12.2(55)SE10, RELEASE SOFTWARE (fc2)",10.22.10.71,Cisco Catalyst 29xxStack,Cisco,
SW-Creche_Grand_Parc_Schuman,,clg-00276.mbx.fr,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.122.5,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Messagerie Vocale Mitel,,vm-ucp2.mbx.fr,6.1 (Build 7601 Multiprocessor Free),172.20.28.62,Windows 2008 R2 Server,Windows,
LABB-CAUDERAN,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.220.221,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Le_haillan_ltb_11.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.22.10.51,Catalyst 356024 PS,Cisco,
Le_haillan_ltc_12.rzo-cub,,,"12.2(55)SE9, RELEASE SOFTWARE (fc1)",10.22.10.32,Catalyst 356024 PS,Cisco,
Le_Haillan_LTB_12.rzo-cub,,,"15.0(2)SE6, RELEASE SOFTWARE (fc2)",10.22.10.43,Cisco Catalyst 29xxStack,Cisco,
SW_PTM_Ateliers,,,08.0.30mbT211 Compiled on Mar  7 2017 at 01:15:50 labeled as SPS08030mb,172.20.251.93,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
GymWustenberg,,,08.0.30mbT311 Compiled on Mar  7 2017 at 01:03:34 labeled as ICX64S08030mb,10.240.1.49,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Routeur_Le-Haillan.rzo-cub,,,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",192.168.47.113,Cisco 4331 ISR,Cisco,
Routeur_Carbon-Blanc.rzo-cub,,,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",192.168.47.65,Cisco 4331 ISR,Cisco,
RPA-Notre-Temps,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.242.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
WKS-05260,,WKS-05260.mbx.fr,6.1 (Build 7601 Multiprocessor Free),172.20.45.24,Windows 7 Workstation,Windows,
Tour_2000_6_13.rzo-cub,,,"15.0(2)SE6, RELEASE SOFTWARE (fc2)",10.4.10.63,Cisco Catalyst 29xxStack,Cisco,
SW_HDM_DEPL_B261,,,08.0.30aT311 Compiled on Apr 22 2015 at 15:28:59 labeled as ICX64S08030a,172.20.251.233,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
PTM-R+4-4,,,08.0.30kT211 Compiled on Oct 18 2016 at 05:40:38 labeled as SPS08030k,172.20.251.152,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
PTM-R+4-0-Provisoire,,,08.0.30kT211 Compiled on Oct 18 2016 at 05:40:38 labeled as SPS08030k,172.20.251.150,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
PTM-R+4-2,,,08.0.30kT211 Compiled on Oct 18 2016 at 05:40:38 labeled as SPS08030k,172.20.251.151,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Annexe-Bastide,DGINSI DIP/Reseau,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.124.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Creche_Malbec,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.193,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
CCAS-Leydet,,,,172.20.251.192,Synoptics,Synoptics,
Annexe-Bdx-Sud,,,08.0.30mT311 Compiled on Jan 24 2017 at 23:42:10 labeled as ICX64S08030m,172.20.251.10,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Annexe-Malbec,,,08.0.30kT311 Compiled on Oct 18 2016 at 05:31:09 labeled as ICX64S08030k,172.20.251.194,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW_HDM_BAT_BAS_B122,,,08.0.30mbT311 Compiled on Mar  7 2017 at 01:03:34 labeled as ICX64S08030mb,172.20.251.179,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Routeur_Merignac.rzo-cub,,,"15.3(3)M6, RELEASE SOFTWARE (fc1)",10.254.254.100,Cisco 3945K9,Cisco,
BEGLES-JEAN-ZAY.ecoles.internetpublic.fr,,,9.7(1)4,172.25.209.150,Cisco,Cisco,
AMB-ELE-S-VEIL.ecoles.internetpublic.fr,,,9.6(1),172.25.210.150,Cisco,Cisco,
FLO-D-MITTERRAND.ecoles.internetpublic.fr,,,9.6(1),172.25.208.150,Cisco,Cisco,
BEG-SW-Ecole Jean Zay,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.209.222,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
Mettre un nom ici. Merci.,,,,172.17.245.54,Unknown,Unknown,
BM-DC_RB53-6740,DGNSI,,,172.17.245.53,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
TDF-DC-RB102-6740,DGNSI,,,172.17.245.112,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
TDF-DC-RB101-6740,DGNSI,,,172.17.245.111,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-GS-Alfred-Daney,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.20.251.219,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-BEG-Jean-Zay-LT01,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.209.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-BEG-Jean-Zay-Cocon,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.209.221,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
GS-ABADIE.ecoles.internetpublic.fr,,,9.7(1)4,172.25.93.150,Cisco,Cisco,
SW_MAT_BARBEY,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.35.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW_ELE_BARBEY,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.35.221,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-AMB-ELE-S-Veil,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.210.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-GS-Abadie,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.20.251.218,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
GS-ALFRED-DANEY.ecoles.internetpublic.fr,,,9.7(1)4,172.25.94.150,Cisco,Cisco,
SW-FLO-D-MITTERAND-MAT-RDC,,,,172.25.208.223,Unknown,Unknown,
SW-FLO-D-MITTERAND-ELE-RDC,NET-000242,,08.0.30nT311 Compiled on May  6 2017 at 07:54:28 labeled as ICX64S08030n,172.25.208.220,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-FLO-D-MITTERAND-ELE-2EME,,,08.0.30nT211 Compiled on May  6 2017 at 08:12:05 labeled as SPS08030n,172.25.208.222,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
SW-FLO-D-MITTERAND-ELE-1ER,,,08.0.30nT311 Compiled on May  6 2017 at 07:54:28 labeled as ICX64S08030n,172.25.208.221,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
GW_3845_Segur.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.35.5.250,Cisco 3845,Cisco,
GW_3845_CimetiereRG.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.25.5.250,Cisco 3845,Cisco,
GW_3845_CimetiereRD.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.32.5.250,Cisco 3845,Cisco,
GW_3845_Touban.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.34.254.5,Cisco 3845,Cisco,
GW_3845_PMV10.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.40.5.250,Cisco 3845,Cisco,
GW_3845_Mermoz.rzo-cub,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.45.5.250,Cisco 3845,Cisco,
GW_3845_Archives,,,"15.1(4)M6, RELEASE SOFTWARE (fc2)",10.37.254.25,Cisco 3845,Cisco,
Museum-RDC,,,08.0.30pT211 Compiled on Aug 31 2017 at 02:18:33 labeled as SPS08030p,172.20.251.241,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",
